site;coordinates;region;cluster;date;hour;yeild;forecast;error
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;16;172;511;-339,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;17;-6;0;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;18;-17;-23;6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;19;-17;-23;6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;20;-17;-23;6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;21;-20;-23;3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;22;-18;-23;5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;23;-20;-23;3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-05;24;-21;-23;2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;1;-21;-23;2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;2;-22;-23;1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;3;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;4;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;5;-22;-23;1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;6;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;7;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;8;-22;6;-28,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;9;271;628;-357,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;10;840;1981;-1141,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;11;1566;3396;-1830,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;12;3571;3880;-309,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;13;3452;3776;-324,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;14;2114;3220;-1106,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;15;732;2061;-1329,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;16;243;649;-406,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;17;-16;3;-19,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;18;-16;-23;7,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;19;-18;-23;5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;20;-18;-23;5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;21;-19;-23;4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;22;-19;-23;4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;23;-19;-23;4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-06;24;-20;-23;3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;1;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;2;-22;-23;1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;3;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;4;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;5;-26;-23;-3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;6;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;7;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;8;9;16;-7,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;9;656;821;-165,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;10;964;2061;-1097,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;11;465;3188;-2723,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;12;688;3888;-3200,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;13;687;3965;-3278,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;14;469;3185;-2716,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;15;212;2109;-1897,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;16;379;698;-319,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;17;13;5;8,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;18;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;19;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;20;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;21;-26;-23;-3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;22;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;23;-29;-23;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-07;24;-29;-23;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;1;-30;-23;-7,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;2;-30;-23;-7,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;3;-31;-23;-8,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;4;-31;-23;-8,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;5;-31;-23;-8,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;6;-31;-23;-8,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;7;-32;-23;-9,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;8;11;25;-14,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;9;1016;1031;-15,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;10;2091;2348;-257,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;11;2886;2881;5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;12;2513;3171;-658,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;13;2260;3453;-1193,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;14;2290;2940;-650,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;15;1212;1710;-498,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;16;381;418;-37,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;17;-12;0;-12,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;18;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;19;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;20;-27;-23;-4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;21;-27;-23;-4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;22;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;23;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-08;24;-27;-23;-4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;1;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;2;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;3;-29;-23;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;4;-29;-23;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;5;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;6;-27;-23;-4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;7;-28;-23;-5,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;8;-29;-23;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;9;135;132;3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;10;662;216;446,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;11;975;403;572,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;12;898;528;370,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;13;669;398;271,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;14;758;339;419,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;15;305;172;133,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;16;121;31;90,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;17;-21;-23;2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;18;-21;-23;2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;19;-22;-23;1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;20;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;21;-21;-23;2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;22;-22;-23;1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;23;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-09;24;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;1;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;2;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;3;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;4;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;5;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;6;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;7;-23;-23;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;8;-22;-23;1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;9;70;138;-68,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;10;443;544;-101,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;11;951;939;12,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;12;1044;998;46,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;13;912;1053;-141,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;14;728;699;29,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;15;285;362;-77,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;16;65;93;-28,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;17;-21;-23;2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;18;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;19;-24;-23;-1,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;20;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;21;-26;-23;-3,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;22;-27;-23;-4,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;23;-25;-23;-2,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-10;24;-29;-23;-6,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;1;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;2;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;3;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;4;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;5;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;6;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;7;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;8;;0;0,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;9;;262;-262,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;10;;875;-875,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;11;;1443;-1443,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;12;;1736;-1736,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;13;;1906;-1906,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;14;;1513;-1513,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;15;;812;-812,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;16;;214;-214,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;17;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;18;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;19;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;20;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;21;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;22;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;23;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-11;24;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;1;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;2;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;3;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;4;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;5;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;6;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;7;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;8;;14;-14,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;9;;544;-544,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;10;;1384;-1384,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;11;;1994;-1994,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;12;;2608;-2608,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;13;;3101;-3101,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;14;;2624;-2624,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;15;;1887;-1887,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;16;;825;-825,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;17;;22;-22,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;18;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;19;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;20;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;21;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;22;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;23;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-12;24;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;1;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;2;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;3;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;4;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;5;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;6;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;7;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;8;;33;-33,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;9;;1092;-1092,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;10;;2804;-2804,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;11;;4145;-4145,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;12;;4701;-4701,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;13;;4703;-4703,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;14;;4075;-4075,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;15;;2650;-2650,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;16;;959;-959,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;17;;26;-26,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;18;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;19;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;20;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;21;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;22;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;23;;-23;23,000
Bereznehuvate;(47.32023,32.83787);MYKOLAYIV;11;2022-01-13;24;;-23;23,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;1;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;2;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;3;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;4;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;5;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;6;-23;-26;3,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;7;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;8;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;9;7;68;-61,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;10;-34;320;-354,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;11;-34;951;-985,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;12;-35;1064;-1099,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;13;644;689;-45,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;14;539;1629;-1090,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;15;1192;1055;137,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;16;330;226;104,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;17;-21;-26;5,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;18;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;19;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;20;-22;-26;4,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;21;-34;-26;-8,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;22;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;23;-34;-26;-8,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-01;24;-23;-26;3,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;1;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;2;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;3;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;4;-21;-26;5,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;5;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;6;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;7;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;8;-23;4;-27,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;9;286;596;-310,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;10;1231;1732;-501,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;11;2135;1800;335,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;12;4653;3053;1600,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;13;6923;4412;2511,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;14;6145;3018;3127,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;15;4152;2470;1682,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;16;1169;823;346,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;17;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;18;-38;-26;-12,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;19;-25;-26;1,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;20;-38;-26;-12,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;21;-38;-26;-12,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;22;-38;-26;-12,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;23;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-02;24;-39;-26;-13,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;1;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;2;-39;-26;-13,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;3;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;4;-38;-26;-12,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;5;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;6;-38;-26;-12,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;7;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;8;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;9;140;169;-29,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;10;834;511;323,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;11;1339;1057;282,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;12;1149;1352;-203,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;13;1150;2614;-1464,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;14;1715;2546;-831,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;15;1738;1467;271,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;16;520;236;284,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;17;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;18;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;19;-23;-26;3,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;20;-34;-26;-8,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;21;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;22;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;23;-34;-26;-8,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-03;24;-36;-26;-10,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-04;1;-21;-26;5,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-04;2;-37;-26;-11,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-04;3;-35;-26;-9,000
Bazaltova;(47.05651,32.7976);MYKOLAYIV;11;2022-01-04;4;-35;-26;-9,000
